news_id,type,symbol,text,logit,prediction,sentiment_score
1514,Summary,VHM,"statistics of Rong Viet Securities Joint Stock Company show the throne in the top 20 biggest profits in the market . in the first quarter of 2021, there are 8 enterprises producing and retailing . there are 3 banks with 3 -digit profit growth (2 times higher than the same period last year)","[0.23013056814670563, 0.020120661705732346, 0.7497487664222717]",neutral,0.2100099
1515,Summary,VHM,"vinhomes's net profit brought about 5,478 billion dong, down 28% . general contractor recorded a gross profit of 18% . in march 2021, Vinhomes continued to launch e -commerce floor specializing in renting Vinhomes real estate products .","[0.014787937514483929, 0.8293893337249756, 0.15582270920276642]",negative,-0.8146014
1516,Summary,VHM,"the Board of Directors of Vinnhomes JSC (VHM) issued a Resolution approving a plan to pay dividends from accumulated profit after tax of unused tax . the ratio of stock dividends is 30%/charter capital, equivalent to the total number of shares issued by 986,854 million units .","[0.2784094512462616, 0.011297744698822498, 0.7102928161621094]",neutral,0.26711172
1517,Summary,VHM,"Vingroup - JSC has just announced the decision of the General Director approving a number of contents related to bonds issued by Vingroupra International Market . Specifically, Vingroup will issue 500 million USD of 5 -year bonds (maturity in 2026), nominal interest rates (coupon) 3%/year .","[0.06079823896288872, 0.011576978489756584, 0.9276247620582581]",neutral,0.049221262
1518,Summary,VHM,"the value of the real estate - construction industry in Vietnam's stock market is accounting for nearly 28% of the total capitalization . Vingroup and Vinhomes contributed more than half of the industry capitalization . Thaiholdings increased by 10 times since November, currently has a market price of 201,000 VND .","[0.4747872054576874, 0.009636081755161285, 0.5155767798423767]",neutral,0.46515113
1519,Summary,VHM,"by the end of the session on February 19, 2021, there are 23 stocks with 3 shares at 3 numbers - the most expensive stock in the market . Including familiar stocks such as CAB, MWG, HLB, VJC, SCS, TBD, VIC, VNM, FOC . notably, the amazing price increase of GAB and THD in which GAB opened the trading session in early 2020 with a modest price of 18,550 VND .","[0.12433724105358124, 0.017864275723695755, 0.8577985167503357]",neutral,0.10647297
1520,Summary,VHM,"vinhomes (VHM) still ranks first with nearly 28,800 billion dong of profit after tax . the second rank is still Vietcombank (VCB) with nearly VND 18,500 billion . compared to 2019, the third place of 2020 has changed its owner .","[0.07019359618425369, 0.040570277720689774, 0.8892360925674438]",neutral,0.029623318
1521,Summary,VHM,"nam 2020 có trên nam chc doanh nghip báo li sau thu trên nghn t ng, trong ó lc lng hùng hu nht là nhóm ngành ngân hàng vi 16 cái t","[0.08144097775220871, 0.08038752526044846, 0.8381714820861816]",neutral,0.001053453
1522,Summary,VHM,"total consolidated net revenue recorded in the fourth quarter of 2020 reached VND 21,512 billion, up 54% over the same period in 2019 . the company entered a large handover period with the main handover products of 4 projects of Vinhomes Ocean Park, Vinhomes Grand Park, Vinhomes Smart City and Vinhomes Symphony .","[0.9224247336387634, 0.012108276598155499, 0.06546691805124283]",positive,0.91031647
1523,Summary,VHM,"in the 3rd quarter of 2020, the net revenue of Novaland Real Estate Investment Group (NVL) increased by 42% to 2,140 billion dong, more than 7 times more than the same period last year . while many big profits, there are still big losses .","[0.2212388664484024, 0.7390205264091492, 0.03974062576889992]",negative,-0.5177817
1524,Summary,VHM,"vinhomes (VHM) still ranks the list with the after -tax profit of the first 9 months to nearly 17,600 billion dong . ranked 2nd later was Vietcombank (VCB) with nearly VND 12,800 billion and Vinamilk (VNM) ranked 3rd with VND 9,000 billion after tax .","[0.1578880250453949, 0.03244369104504585, 0.8096681833267212]",neutral,0.12544434
1525,Summary,VHM,các doanh nghip  dn thch ng vi nhiu con s khá bt ng . im qua các doanh nghip  xây dng các kinh doanh phù hp vi tnh hnh,"[0.07603561133146286, 0.03001483343541622, 0.893949568271637]",neutral,0.046020776
1526,Summary,VHM,"more than 3,000 apartments were retailed to customers in the third quarter with a total contract value of VND 10,500 billion . at the end of July, after 20 months of construction, Vinhomes Ocean Park handed over the 10,000th apartment to residents .","[0.08410640060901642, 0.01207516249269247, 0.9038184285163879]",neutral,0.07203124
1527,Summary,VHM,"the total consolidated net revenue recorded in the first 9 months of 2020 reached VND 49,378 billion . the company entered a large handover period with the main handover products of 4 projects of Vinhomes Ocean Park, Vinhomes Grand Park, Vinhomes Smart City and Vinhomes Marina .","[0.6149295568466187, 0.014128335751593113, 0.37094205617904663]",positive,0.6008012
1528,Summary,VHM,"vinhomes ghi nhn doanh thu hp nht t 22.896 t ng (gim 14,4% so vi cùng k), và li nhun sau thu 11.061 t ng, gim 1,3% . các hot ng kinh doanh kh","[0.3302508592605591, 0.026991821825504303, 0.64275723695755]",neutral,0.30325904
1529,Summary,VHM,"profit after tax of semi -review reviews reached 11,061 billion dong, down 1.3% over the same period . profit after tax of semi -review reviews increased by 174 billion dong, gross profit also improved .","[0.07567431777715683, 0.9111244678497314, 0.013201183639466763]",negative,-0.8354502
1530,Summary,VHM,"nam 2020 y danh giá  ghi danh 24 doanh nghip . có có nhiu cái tên ""ngi muôn nam c"" có nhng cái tên ""mt i"" ch ng so vi cùng k nam 2019","[0.07127799838781357, 0.02812305837869644, 0.90059894323349]",neutral,0.04315494
1531,Summary,VHM,"thm ch nhiu doanh nghip t li ln cùng k nam trc . bên cnh ó vn cn rt nhiu doanh nghip báo li ln, gia nhp câu l","[0.09415926039218903, 0.029719451442360878, 0.8761212825775146]",neutral,0.06443981
1532,Summary,VHM,"in the second quarter of 2020, net revenue reached 16,377 billion dong, down nearly 22% . gross profit decreased by 30.2% to 6,454.6 billion dong, corresponding to gross profit margin . in the northern market, the company successfully opened many apartment buildings at Vinhomes Ocean Park and Vinhomes Smart City .","[0.009179428219795227, 0.9705085158348083, 0.020312024280428886]",negative,-0.9613291
1533,Summary,VHM,"130 enterprises participated in the bond offering and mobilized more than VND 156,300 billion . Masan Group also had 4 bonds offering to the public to successfully mobilize a total of 10,000 billion . most of the issued value belongs to banks and a number of large real estate corporations .","[0.07277493178844452, 0.00926533155143261, 0.9179596304893494]",neutral,0.0635096
1534,Summary,VHM,"vinhomes (VHM) has sent a written consultation to shareholders to approve 4 important contents, related to the Board of Directors . the company plans to invest in the Ha Long Xanh complex project with an area of about 4,109.64 hectares . the total investment is up to 232,369 billion dong (about 10 billion USD)","[0.45493102073669434, 0.009808991104364395, 0.5352599620819092]",neutral,0.44512203
1535,Summary,VHM,"the main stock indicators recorded the reduction: VN-Index closed at 825.11 points, down 4.55% . the most reduced industries include: consumer goods industry (VNCOND) decreased by 5.08% . the total trading value was about VND 146,660 billion, equivalent to the rate of increasing by 59.62% .","[0.008481057360768318, 0.9728603363037109, 0.018658621236681938]",negative,-0.96437925
1536,Summary,VHM,"vinhomes joint stock company has successfully mobilized VND 12,000 billion of bonds . of which, VND 5,470 billion with a term of 36 months and VND 6,555 billion with a term of 18 months . in 2020, Vinhomes plans to revenue VND 97,000 billion and profit after tax of VND 31,000 billion .","[0.24193543195724487, 0.009228109382092953, 0.7488364577293396]",neutral,0.23270732
1537,Summary,VHM,the fund belongs to KKR buys 5.65% of the shares Vinhomes Viking Asia Holdings II PTE.LTD . a recent transaction showed that Vinsmart sold all 42.2 million Vinhomes shares and made Vingroup's ownership decreased to 2.42 billion shares .,"[0.059480320662260056, 0.29125046730041504, 0.6492692232131958]",neutral,-0.23177014
1538,Summary,VHM,"the people's committee of ha Tinh province has just approved the plan to select investors . in the third quarter of 2020, the ha Tinh Department of Construction will bid widely . the project has a total implementation cost of 23,545 billion dong; implementation time is 6 years .","[0.06862442195415497, 0.01134222187101841, 0.9200333952903748]",neutral,0.057282202
1539,Summary,VHM,các d án liên tc c chào bán ra th trng sn li rch sôi ng tr li . nhiu chnh sách u i hp dn có hàng chào bán tron,"[0.06629352271556854, 0.03459736332297325, 0.8991091251373291]",neutral,0.03169616
1540,Summary,VHM,"k hoch kinh doanh 2020 ca Vinhomes t ra là 97.000 t ng, tang 88%, li nhun sau thu 31.000 t ng, tang 27,5% cùng k nam trc . li nhun sau thu t 24.319","[0.0766119733452797, 0.0209820494055748, 0.9024060964584351]",neutral,0.055629924
1541,Summary,VHM,"the board of directors of Vinhomes Joint Stock Company issued a decision to establish S-Vin . this enterprise chartered a charter capital of VND 1,032 billion . Vinhomes contributed VND 1,012 billion, accounting for 98.06% of the company's charter capital .","[0.07843711972236633, 0.00993380043655634, 0.9116290211677551]",neutral,0.06850332
1542,Summary,VHM,"in 6/5 trading session, the market witnessed a strong semi -foreign pressure of foreign investors with a value of over VND 2,400 billion . the highlight is that foreign investors have sold nearly 36 million shares of Vinhomes (VHM) at VND 60,000/share, equivalent to VND 2,146 billion . most likely VHM shares were sold by foreign investors from Europacific Growth Fund .","[0.16400854289531708, 0.015286416746675968, 0.820704996585846]",neutral,0.14872213
1543,Summary,VHM,the main stock indicators grew at the end of the last session of April 2020 . the total trading value of foreign investors reached more than VND 24.23 trillion . top 5 shares were net bought by foreign investors with the largest value .,"[0.08063089847564697, 0.013835485093295574, 0.9055336117744446]",neutral,0.066795416
1544,Summary,VHM,hu ht các doanh nghip trên sàn chng khoán  công b kt qu kinh doanh qu 1/2020 . danh sách các doanh nghip báo li nghn t trong qu 1 cng khô,"[0.04672935605049133, 0.026742005720734596, 0.9265286922454834]",neutral,0.01998735
1545,Summary,VHM,"by the end of February 2020, Vingroup is operating 23 real estate projects under Vinhomes brand with a total of more than 50,500 apartments, villas and commercial townhouses . in 2020, Vinhomes continues to diversify products to reach customers in many segments from intermediate to advanced . it is likely that the company will launch a new project Vinhomes Wonder Park with a total area of 133 hectares later this year .","[0.2782425880432129, 0.0072045838460326195, 0.7145528793334961]",neutral,0.271038
1546,Summary,VHM,"vinhomes announced the 1st/2020 quarter with a net profit that grew superior to the same period . net revenue in the period reached VND 6,519 billion, up 11.4% over the same period . the cost of goods sold decreased by 21% so the gross profit reached VND 2,949 billion .","[0.9570561647415161, 0.023477448150515556, 0.019466374069452286]",positive,0.9335787
1547,Summary,VHM,"the real estate market is estimated by CBRE to meet the demand of about 800,000 new accommodation each year from 2018 - 2022 . in 2020, the market is expected to maintain a growth momentum when buying installment houses has begun to be more popular, especially in young households .","[0.8849729299545288, 0.007514704950153828, 0.10751239210367203]",positive,0.8774582
1548,Summary,VHM,"vinhomes has increased its charter capital of Vinhomes Industrial Park Investment Joint Stock Company (Vinhomes IZ) from 70 billion to 6,000 billion VND . vinhomes through this new subsidiary will invest in some industrial parks in Hai Phong .","[0.9364604949951172, 0.011495674028992653, 0.05204380676150322]",positive,0.92496485
1549,Summary,VHM,"the board of directors of Vingroup (VIC) decided to transfer all shares in Vinhomes Industrial Park Investment Joint Stock Company (Vinhomes IZ) to its subsidiaries . according to the information we have, Vinhomes through this new subsidiary will invest in some industrial parks in Hai Phong .","[0.06708749383687973, 0.009568190202116966, 0.9233443140983582]",neutral,0.0575193
1550,Summary,VHM,báo cáo tài chnh nam 2019 có hn nam chc doanh nghip báo li sau thu trên nghn t hàng nam cng là nhóm ngành ngân hàng vi 13 cái tên .,"[0.0594102144241333, 0.0502006821334362, 0.8903891444206238]",neutral,0.009209532
1551,Summary,VHM,"by the end of 2019, vinhomes has sold 38,800 apartments in the form of wholesale, accounting for 65% of 2019 revenue . the average absorption rate at 3 large projects is high . the sale rate at Vinhomes Grand Park is lower than 74%, with 100% of low -rise apartment products wholesale .","[0.03054838627576828, 0.6054168939590454, 0.3640347123146057]",negative,-0.5748685
1552,Summary,VHM,th trng chng khoán my phiên gn ây  phc hi sau chui ngày . câu chuyn th trng tài chnh b nh hng bi dch cm không là câu chuyn,"[0.06580711901187897, 0.037660010159015656, 0.8965328931808472]",neutral,0.028147109
1553,Summary,VHM,"the total consolidated net revenue recorded in the fourth quarter of 2019 was VND 14,184 billion, down 12.8% over the same period in 2018 . however, the profit of accounting before tax and after -tax profit of the parent company's shareholders is VND 8,645 billion and 5,981 billion dong respectively .","[0.006457767449319363, 0.9724712371826172, 0.02107095718383789]",negative,-0.9660135
1554,Summary,VHM,"vinhomes (VHM) is the largest real estate developer in Vietnam with a land fund of 14,900ha . Novaland Group owns and is researching and developing up to the present time of about 4,270ha . other real estate giants are also holding large land funds like Khang Dien (KDH) owning about 650ha .","[0.05295192450284958, 0.01084198709577322, 0.9362059831619263]",neutral,0.042109936
1555,Summary,TCB,"techcombank has introduced a ""tailor -made"" supply chain sponsorship solution . the solution is tailored to the industry with the leading deployment capacity . it can support and develop SME into strong chains in supply chains .","[0.5233250260353088, 0.006707474123686552, 0.46996745467185974]",positive,0.51661754
1556,Summary,TCB,"ng Jens Lottner, Tng Giám c Techcombank chia s ti Hi ngh Vi hn 30 nam kinh nghim trong các lnh vc t vn chin lc, tài chnh, c bit am hiu, g","[0.22195905447006226, 0.0257120318710804, 0.7523289322853088]",neutral,0.19624703
1557,Summary,TCB,"the bank will submit to the profit -before tax target meeting of VND 31,500 billion . the credit limit of techcombank is granted at the present time of VND 745,738 billion .","[0.04728246107697487, 0.013734049163758755, 0.9389835000038147]",neutral,0.03354841
1558,Summary,TCB,techcombank and Masan ecosystem is considered to be typical of success . the bank's winlife and Masan ecosystem helped the bank have an additional 1 million new retail customers in 2023 .,"[0.9065421223640442, 0.006829029880464077, 0.08662879467010498]",positive,0.8997131
1559,Summary,TCB,"the bank expects TCLIFE to have a charter capital of VND 1,300 billion . in particular, Techcombank will contribute capital of VND 1,040 billion . TCLife will gather the strengths of two major shareholders .","[0.7591108083724976, 0.00658906064927578, 0.23430006206035614]",positive,0.75252175
1560,Summary,TCB,"s phát trin mnh m ca công ngh kéo theo k vng ca khách hàng s ngày nay không dng li  tin li, nhanh chóng, an toàn mà cn","[0.19569116830825806, 0.02359810285270214, 0.7807106375694275]",neutral,0.17209306
1561,Summary,TCB,"the Asset Triple A Digital Awards is a prestigious award by the Asset - Asia's leading financial magazine . this year's award honors financial institutions with outstanding achievements in innovation and pioneering to bring practical digital experiences for customers . the ""Best Digital Bank in Vietnam"" award was awarded to Techcombank as a recognition for the application of data and artificial intelligence (AI) into business activities .","[0.8601704835891724, 0.00908727291971445, 0.13074225187301636]",positive,0.8510832
1562,Summary,TCB,"the stock market session 4/3 witnessed a strong breakthrough of Techcombank stock (Code TCB) the cash flow massively pushed the price of TCB to increase more than 5% . the property of shareholders also increased rapidly, including members of the family Chairman Ho Hung Anh .","[0.9501006603240967, 0.017612678930163383, 0.03228674456477165]",positive,0.93248796
1563,Summary,TCB,"the international bank (VIB) and Vietnam Technical Bank (Techcombank) have introduced new features to optimize profits from the customer's payment account balance . for VIB, on February 17, the bank launched an ""super -profitable"" account on the basis of myvib digital bank . the amount exceeding the threshold will automatically transfer to the 'super beneficial' account .","[0.208933025598526, 0.008835985325276852, 0.7822309732437134]",neutral,0.20009704
1564,Summary,TCB,"Nguyen Dang Quang just returned to the list of USD billionaires with a fortune of 1 billion USD, ranked 2,718 in the world . with this return, Vietnam currently has 6 USD billionaires according to Forbes's calculations, with a total assets of 13.4 billion USD .","[0.14786605536937714, 0.012990610674023628, 0.8391433358192444]",neutral,0.13487545
1565,Summary,TCB,"ghi nhn thu nhp li thun và ph ngân hàng u t tang trng n tch cc 28,2% so vi cùng k vi NIM trt 12 tháng  mc 4,2%, gim 76 i","[0.08046895265579224, 0.02295374497771263, 0.8965773582458496]",neutral,0.057515208
1566,Summary,TCB,"as of December 31, 2024, Vietnam's stock market had 50 enterprises achieving the market capitalization of over 1 billion USD (billion dollars) if looking at the area, there are 27 billion -dollar enterprises registered in Hanoi capital . Hoan Kiem is the district with the most dollar units' headquarters, with a total market capitalization value of 56.2 billion dollars .","[0.07534460723400116, 0.012536374852061272, 0.9121190309524536]",neutral,0.06280823
1567,Summary,TCB,"Currently, Mr. Hung holds more than 4.2 million TCB shares, equivalent to 0.06% of the bank's charter capital . if the transaction is successful, he will reduce the amount of shares held to more than 3.6 million shares, equivalent to 0.052% of the bank's charter capital .","[0.049301695078611374, 0.12048748135566711, 0.83021080493927]",neutral,-0.07118578
1568,Summary,TCB,techcombank has become the first private bank in Vietnam to issue a green bond frame . the bank's green bond frame adheres to the recommendations of the 2021 green bond principle issued by the international capital market association .,"[0.14778771996498108, 0.008073333650827408, 0.8441389203071594]",neutral,0.13971439
1569,Summary,TCB,"techcombank is considering selling 10-15% of shares to appropriate long-term strategic investors . the bank is looking for companies that can help it ""participate in the trade corridors"" the number of individual customer transactions reached a record 850.5 million in third quarter/2024 .","[0.35798394680023193, 0.009872308000922203, 0.6321438550949097]",neutral,0.34811163
1570,Summary,TCB,"from November 2024, customers can open a Techcombank account and update biometric on Techcombank Mobile . customers only take a few minutes to open an account, issue new cards, update biometric information .","[0.03143575042486191, 0.018138175830245018, 0.9504261016845703]",neutral,0.013297575
1571,Summary,TCB,"vinhomes (VHM) is the largest profit before tax in the third quarter of 2024 . it has reclaimed the top position from Vietcombank (VCB) after 2 quarters . out of the top 10 largest interest companies on the stock market, there are 8 banks .","[0.11251500993967056, 0.012493218295276165, 0.8749918341636658]",neutral,0.100021794
1572,Summary,TCB,"cashless payment is increasingly popular in Vietnam, contributing to creating the future of the digital economy . 79% of food and beverage business establishments and 74% of retail stores have accepted cashless payments . more than 40% of small and medium -sized enterprises (SMES) Vietnam has accepted card payment .","[0.1854904294013977, 0.016656506806612015, 0.7978530526161194]",neutral,0.16883393
1573,Summary,TCB,"va công b kt qu kinh doanh 9 tháng u nam 2024 vi li nhun trc thu (LNTT) t 22.842 t ng, tang 33,5% so vi cùng k nam 2023 .","[0.0757274478673935, 0.02598322182893753, 0.8982893824577332]",neutral,0.049744226
1574,Summary,TCB,"the launch of the techcom non -life insurance company marks an important step in Techcombank's comprehensive financial and financial system . with the capital contribution of Techcombank, Techcom non -life insurance company became the 31st company in Vietnam .","[0.8164479732513428, 0.007303802762180567, 0.17624817788600922]",positive,0.8091442
1575,Summary,TCB,"nhiu tn hiu tch cc ang to ng lc mnh m cho các doanh nghip, hip hi, ngành hàng tip tc bám sát din bin th trng, xut","[0.3763314485549927, 0.03735320642590523, 0.5863153338432312]",neutral,0.33897823
1576,Summary,TCB,"công b kt qu kinh doanh qu 3 và 9 tháng u nam 2024 . tang trng trng thu nhp li thun (NII) t 26,9 nghn t ng, tang trng tch cc 33,9% so","[0.18321488797664642, 0.02723308838903904, 0.7895520329475403]",neutral,0.1559818
1577,Summary,TCB,"manulife Vietnam - leading life insurance company and techcombank - the leading private bank in Vietnam has started a strategic cooperation relationship since 2013 . the goal and general commitment of the two sides is to bring the best products and services to meet the increasing financial and insurance needs of customers . after careful consideration and discussion, Manulife Vietnam and Techcombank decided to stop the exclusive insurance distribution partnership .","[0.23187465965747833, 0.0773141086101532, 0.6908112168312073]",neutral,0.15456055
1578,Summary,TCB,CafeF has announced this 100 - a list of private enterprises to pay the largest budget in Vietnam . private 100 consists of a general list of all private businesses with a payment of over VND 100 billion; Top 100 leading businesses and a number of lists of leading businesses .,"[0.04925990849733353, 0.011973931454122066, 0.9387661814689636]",neutral,0.037285976
1579,Summary,TCB,"the highlight is the solution to manage revenue and outstanding payment . with automatic profitability, small businesses also own more safe profit in hand . official announcement from January 2024, the account: the outstanding version has opened the opportunity with more than 14 million customers to enter the automatic generation era.","[0.7626267075538635, 0.008016407489776611, 0.22935692965984344]",positive,0.7546103
1580,Summary,TCB,"th mnh v huy ng vn, thanh khon có s ci thin nht nh so vi thi im xp hng tn nhim ban u, nh vào vic Ngân hàng không","[0.2562692165374756, 0.043271128088235855, 0.7004597187042236]",neutral,0.21299809
1581,Summary,TCB,các doanh nghip t nhân np ngân sách ln u tiên sp công b trong tháng 8/2024 c thng kê theo s liu thc np trong niên  tài chnh 2023,"[0.0442211888730526, 0.04011870175600052, 0.9156601428985596]",neutral,0.004102487
1582,Summary,TCB,"individuals who hold more than 1% are all related to president and his wife . the relevant person of Mr. Ho Hung Anh owns 661.6 million shares, the rate of 18.78% . the list also announced 6 organizations holding over 1% of the bank capital .","[0.020479394122958183, 0.026176083832979202, 0.9533445239067078]",neutral,-0.00569669
1583,Summary,TCB,"li nhun trc thu qu 2 t 7.827 t ng, tang 38,5% so vi cùng k nam trc . ly k 6 tháng t 15.628 t ng, tang trng 38,6% so vi 6 tháng","[0.11494671553373337, 0.031391482800245285, 0.8536617755889893]",neutral,0.08355524
1584,Summary,TCB,techcombank bussiness cung cp nhiu tnh nang tin ch nh kèm nhiu u i v ph gip to à cho doanh nghip xut nhp khu phát trin tt n,"[0.06230836734175682, 0.0338919460773468, 0.9037995934486389]",neutral,0.028416421
1585,Summary,TCB,"more than 1,500 guests attend the Tiktok SMB Summit 2024 event . more than 2.8 million small, small and medium -sized enterprises from vietnam operating on the basis by the end of November 2023 . Tiktok Shop accounts for 23.2% of the trading value market share .","[0.041659124195575714, 0.014354003593325615, 0.9439868330955505]",neutral,0.02730512
1586,Summary,TCB,"more than 13.8 million existing customers and new customers in the future enter the ""Automatic Biology era"" Earlier, in January 2024, Techcombank launched the ""automatic profit"" feature for the first time on Techcombank Mobile . ""Techcombank account"" integrated with many unique features that enhance customer experience .","[0.3592697083950043, 0.00830868910998106, 0.632421612739563]",neutral,0.35096103
1587,Summary,TCB,"Artwork Vietnam Technology Commercial Joint Stock Bank (Techcombank - Code: TCB) has just announced the issuance of 3.52 billion shares to increase capital from equity . Techcombank closed the list of shareholders on June 21, 2024 to issue bonus shares with a ratio of 1: 1 (shareholders owning 1 stock received 1 new stock) these shares are expected to be transferred to shareholders in the third quarter of 2024 .","[0.07225698977708817, 0.010543053038418293, 0.917199969291687]",neutral,0.061713938
1588,Summary,TCB,techcombank and Sapo will pack advanced financial and technological solutions . the two sides will promote investment in building new platforms . sellers will enjoy preferential fees and seamless experiences . the goal of Techcombank and Sapo by 2025 is to create a popular digital ecosystem .,"[0.4727533757686615, 0.00823288969695568, 0.5190137028694153]",neutral,0.46452048
1589,Summary,TCB,"""Sell in May and go Away, don't come back Until St. Leger's Day"" has become a guideline . smart investors always seek ways to keep the cash flow constantly moving and making profits . automatic profitability feature on techcombank Mobile has upgraded smart profit accounts .","[0.8932429552078247, 0.014711398631334305, 0.09204564988613129]",positive,0.8785316
1590,Summary,TCB,"the final registration day to close the list of shareholders to issue shares to increase equity from equity is June 21, 2024 . the bank will increase its charter capital from more than VND 35,225 billion to over VND 70,450 billion through the issuance of shares from equity .","[0.908285915851593, 0.008894842118024826, 0.08281925320625305]",positive,0.89939106
1591,Summary,TCB,có van bn thông báo v vic nhn c y  tài liu báo cáo phát hành c phiu tang vn tang vn c phn t ngun vn ch s,"[0.038597751408815384, 0.03293813392519951, 0.9284640550613403]",neutral,0.005659618
1592,Summary,TCB,"Techcombank v tang vn iu l t 35.225 t ng lên 70.450 t ng bng hnh thc phát hành d kin là 100%, tc mi c ông s hu 100 c phiu c","[0.19312815368175507, 0.01787836104631424, 0.7889934778213501]",neutral,0.17524979
1593,Summary,TCB,"automatic profitability feature ontechcombankmobile has upgraded the smart profit payment account . with the advantages of using flexible money, absolutely safe and optimal profits of the payment account .","[0.9214774370193481, 0.008037559688091278, 0.07048508524894714]",positive,0.91343987
1594,Summary,TCB,"leading experts in the textile industry made comments and evaluation of the effects of strict ESG regulations of major countries such as the u.s. and the european union on Vietnam's textile industry . at the seminar, Techcombank has provided solutions on capital, digitizing capital and liquidity to optimize financial expenses .","[0.6518808603286743, 0.015782242640852928, 0.3323368728160858]",positive,0.6360986
1595,Summary,TCB,"s hu tài khon s p là nhu cu ca nhiu doanh nghip  th hin du n riêng, giao dch t hàng, thanh toán . các li ch c th ca","[0.28568148612976074, 0.04103242605924606, 0.6732860803604126]",neutral,0.24464905
1596,Summary,TCB,Techcombank t chc i hi ng c ông thng niên nam 2024 . nhà bang này cn tin hành bu b sung nhân s vào Hi ng Qun tr và Ban Kim soát .,"[0.05463218688964844, 0.03198973834514618, 0.9133780002593994]",neutral,0.022642449
1597,Summary,TCB,"a dng hóa danh mc và lnh vc cho vay Thng kê t báo cáo tài chnh, d n cho vay ca 27 ngân hàng niêm yt trên sàn chng khoán dao ng","[0.14622659981250763, 0.03305954486131668, 0.8207139372825623]",neutral,0.113167055
1598,Summary,TCB,"the bank's net interest income reached VND 8.5 trillion in the first quarter of this year, up 30.2% over the same period last year . net profit margin (NIM in quarter) reached 4.4%, compared to 4.2% of the fourth quarter of 2023 . income from investment banking service fees reached more than VND 750 billion .","[0.9580413103103638, 0.020719770342111588, 0.02123890444636345]",positive,0.93732154
1599,Summary,TCB,"the cash flow tells you the solvency, limit should spend, save and accumulate your own . if managed well, you will be able to allocate effectively, invest and profit from idle sources . saving with a term is a popular and safe form of many people choose to increase cash flow .","[0.15236544609069824, 0.01209702156484127, 0.8355375528335571]",neutral,0.14026843
1600,Summary,TCB,"ngân hàng thng nht k hoch kinh doanh vi mc tiêu li nhun trc thu nam 2024 tang 18,4%, t khong 27.100 t ng . th trng vn cn nhiu","[0.08482347428798676, 0.0284974854439497, 0.8866790533065796]",neutral,0.056325987
1601,Summary,TCB,"theo báo cáo ca Ban thm tra t cách c ông, ti thi im 9h sáng ngày 20/4, 264 c ông và i din c ông tham d, i din cho hn 77,7% s","[0.09030984342098236, 0.02410341426730156, 0.885586678981781]",neutral,0.066206425
1602,Summary,TCB,"VN-Index lost nearly 60 points (down 4.7%) to 1,216.61 points with high liquidity . the matching value on HOSE reaches nearly 33,400 billion VND ( 1.33 billion USD) naturally, the people who lose the most money today are entrepreneurs and business owners with a large number of owners .","[0.011504054069519043, 0.9518278241157532, 0.03666810318827629]",negative,-0.94032377
1603,Summary,TCB,"xoay chuyn mnh m gia nhng ca Techcombank cho bit, 2023 là mt nam y thách thc . xoay chuyn mnh m da trên kh nang d oán kp th","[0.05859526991844177, 0.024502456188201904, 0.9169021844863892]",neutral,0.034092814
1604,Summary,TCB,nh minh ha Techcombankhin ang dn u v mc chi tr vi tng t l là 115% . ây là mt s thay i ln ca Techcombank sau hn 1 thp niên gi li l,"[0.4802934527397156, 0.027284234762191772, 0.4924223721027374]",neutral,0.45300922
1605,Summary,TCB,techcombank will submit to shareholders through the dividend payment plan . this is the first time Techcombank has paid dividends to shareholders . techcombank has regained the largest private bank position in vietnam .,"[0.9433645606040955, 0.013545735739171505, 0.04308969900012016]",positive,0.9298188
1606,Summary,TCB,"the bank plans to grow credit 16.2% (within the limit licensed by the State Bank) the profit in 2024 is expected to grow 18.4% to VND 27,100 billion . with a 15%dividend rate, Techcombank is expected to spend nearly 5,284 billion dong .","[0.8625941276550293, 0.00821002572774887, 0.12919583916664124]",positive,0.8543841
1607,Summary,TCB,"Mooyd's Ratings has adjusted the credit prospect of techcombank to a ""stable"" level . techcombank's credit risk related to real estate loans will be stable in the upcoming (12-18 months) real estate loan balance accounts for 34% of lending to corporate customers at the end of 2023 .","[0.8984963297843933, 0.011740189976990223, 0.08976340293884277]",positive,0.8867561
1608,Summary,TCB,"ây s là ng lc  Techcombank hng n các mc tiêu y tham vng ca hành trnh 2021-2025: Lt Top10 ngân hàng ông Nam , t mc vn hóa 20 t USD.","[0.1383468508720398, 0.012515408918261528, 0.8491377234458923]",neutral,0.12583144
1609,Summary,TCB,ây chnh là loi tin gi mà khách hàng ch ng  ti ngân hàng nhm thc hin thanh toán thng xuyên . môi trng li sut cao là l do chnh khin,"[0.2678377032279968, 0.06885950267314911, 0.6633027791976929]",neutral,0.1989782
1610,Summary,TCB,"the 2024 young people will be able to recharge and refresh themselves in the new year . ""relax"" in strange lands, camping, traveling in a distance is a better way to open spring . shopping is the ""healing therapy"" to help shoppers recover the mental fastest .","[0.09706302732229233, 0.017384978011250496, 0.8855520486831665]",neutral,0.07967805
1611,Summary,TCB,"the session on February 23, 2024, MSN shares of Masan Group Corporation at the price of VND 66,700/share, down 2.1% . from august 2023 to the end of October 2023, MSN shares have a sharp decrease in, the stock price falls from about 88,000/share to about 56,000 VND/share .","[0.006985899060964584, 0.9747081398963928, 0.018305998295545578]",negative,-0.96772224
